pk,title,genre,release_date,poster_path,overview
279,건담 G의 레콘기스타 4: 격전 속에 외치는 사랑,"애니메이션,SF,액션",,https://search.pstatic.net/common?type=o&size=174x242&quality=85&direct=true&src=https%3A%2F%2Fs.pstatic.net%2Fmovie.phinf%2F20230418_72%2F1681786794234irEiV_JPEG%2Fmovie_image.jpg%3Ftype%3Dw640_2,"벨리와 아이다 일행을 태운 메가파우나는 금성 주역에 있는 스페이스 콜로니 ‘비너스 글로브’로 향한다. 모든 것의 동력원이 되고 있지만 지구에서는 채굴·제조가 불가능한 미지의 에너지원 ‘포톤 배터리’. 비너스 글로브에는 그러한 포톤 배터리의 생산과 공급을 독점하는 ‘헤르메스 재단’이 있다. 그러나 여정 도중 레콘기스타 작전의 실행을 도모하는 ‘지트단’이 무력으로 크레센트 쉽을 점거하는 일이 발생하고, G-셀프마저 빼앗기고 만다. 지트단과의 힘겨운 싸움을 거쳐 다시 G-셀프를 되찾은 벨리와 아이다 일행은 드디어 헤르메스 재단의 라 구우 총재와 회담의 기회를 얻게 되는데..."
280,정아의 짐,드라마,,https://media.istockphoto.com/id/499642119/ko/%EB%B2%A1%ED%84%B0/%EC%82%AC%EC%9A%A9-%EA%B0%80%EB%8A%A5%ED%95%9C-%EC%82%AC%EC%A7%84-%EC%97%86%EC%9D%8C-%EB%98%90%EB%8A%94-%EB%AF%B8%EC%8B%B1-%EC%9D%B4%EB%AF%B8%EC%A7%80.webp?s=612x612&w=is&k=20&c=7c0_XObaB51UOyiKd0n0Vh7DYElthNtjazmmQyHvVhA=,준비 예정
281,바이 마이 아이,드라마,,https://search.pstatic.net/common?type=ofullfill&size=174x242&quality=85&direct=true&src=https%3A%2F%2Fs.pstatic.net%2Fmovie.phinf%2F20210906_268%2F1630891740753TNbIa_JPEG%2Fmovie_image.jpg%3Ftype%3Dw640_2,"다정은 31살 대한민국에 살고 있는 여성이자 작가(연출)이다. 어느 날, 조기 폐경 진단을 받은 다정은 존재 이유에 의문을 갖기 시작한다. 이제 막 깨달은 현실에 치여 살기에 급급하던 다정은 결혼이나 임신에 대해 진지하게 고민해 본 적이 없다. 그것을 상실한다고 생각하니 혼란스럽고, 마치 지금 당장 선택하라고 강요하듯 다정의 주변 사람들은 다정을 흔든다. 정답을 알 수 없는 다정은 어린아이처럼 운다. [제25회 인디포럼]"
282,스프린터,기타,20230524,https://search.pstatic.net/common?type=o&size=174x242&quality=85&direct=true&src=https%3A%2F%2Fs.pstatic.net%2Fmovie.phinf%2F20230427_189%2F1682576835819UPl2L_JPEG%2Fmovie_image.jpg%3Ftype%3Dw640_2,"은퇴만 남은 신기록 보유자 ‘현수’ 최고의 자리를 잃을까 두려운 ‘정호’ 유망주였지만 팀 해체 위기에 놓인 ‘준서’ 그래도, 계속 달려야 하니까. 제자리에. 차렷. GO!"
283,사랑의 고고학,드라마,20230412,https://search.pstatic.net/common?type=o&size=174x242&quality=85&direct=true&src=https%3A%2F%2Fs.pstatic.net%2Fmovie.phinf%2F20230324_267%2F16796490639638nJFn_JPEG%2Fmovie_image.jpg%3Ftype%3Dw640_2,"만난 지 8시간 만에 사랑에 빠진 영실과 인식. 인식은 그런 영실을 자유로운 영혼이라 확신하며 어떠한 상황에서도 함께할 것이라는 약속을 받아낸다. 시간이 지날수록 영실에 대한 인식의 집착은 심해지고, 영실은 뒤틀린 관계 속에서도 인식과의 약속을 지키고자 한다. 하지만 영실의 노력에도 헤어진 두 사람. 8년 동안의 불온했던 과거의 굴레에서 벗어나 영실은 자신의 사랑에 대해 정면으로 응시할 준비를 시작한다."
284,스나이퍼 : 하드타겟,액션,,https://search.pstatic.net/common?type=o&size=174x242&quality=85&direct=true&src=https%3A%2F%2Fs.pstatic.net%2Fmovie.phinf%2F20230407_34%2F1680831894718LhewI_JPEG%2Fmovie_image.jpg%3Ftype%3Dw640_2,"1931년, 일제의 침략으로 폐허가 된 만주 전쟁으로 동료를 잃고 홀로 살아남은 전설적 스나이퍼 '임천행'은 일본 장교를 살해하기 위한 작전을 완수하기 위해 다시 총을 잡는다."
285,귀인,드라마,,https://media.istockphoto.com/id/499642119/ko/%EB%B2%A1%ED%84%B0/%EC%82%AC%EC%9A%A9-%EA%B0%80%EB%8A%A5%ED%95%9C-%EC%82%AC%EC%A7%84-%EC%97%86%EC%9D%8C-%EB%98%90%EB%8A%94-%EB%AF%B8%EC%8B%B1-%EC%9D%B4%EB%AF%B8%EC%A7%80.webp?s=612x612&w=is&k=20&c=7c0_XObaB51UOyiKd0n0Vh7DYElthNtjazmmQyHvVhA=,세상 찌질한 인생을 살며 자신이 쓴 시나리오로 영화를 만든다는 꿈을 가지고 살아가는 강구. 매니지먼트 회사에서 배우 매니저로 일하며 자신의 꿈을 향해 한발씩 나아가고 있는데... 어느 날 차 수리를 위해 방문한 카센터에서 우연히 무명배우 현석을 마주치게 된다. 순간 강구는 현석이 배우로서의 성공 가능성이 높음을 직감하고 그를 설득한다. 그렇게 둘의 인연이 시작되고 강구는 자신만의 스타일로 현석을 트레이닝 시키게 되는데 현석은 그런 강구의 추진력과 확신에 찬 포부를 보며 점점 확고한 믿음을 가지게 된다. 하지만 시간이 지날수록 이상한 트레이닝과 돈을 요구하는 강구의 행동에 자꾸 의심을 품게 되고 결국엔 연락을 두절하기까지 이른다. 과연 강구가 말하는 갑부의 딸이 진실일까? 그렇지 않다면 순수한 무명배우 현석의 간절함을 이용한 거짓일까?
286,스마일 어게인,"액션,공포(호러)",20230425,https://search.pstatic.net/common?type=o&size=174x242&quality=85&direct=true&src=https%3A%2F%2Fs.pstatic.net%2Fmovie.phinf%2F20230125_280%2F1674610774053NpUAb_JPEG%2Fmovie_image.jpg%3Ftype%3Dw640_2,특수경찰대원 카밀라는 슬럼가에 숨은 갱단의 아지트를 급습하는 과정에서 갱단의 습격으로 대부분의 대원들이 희생당하는 사고를 당한다. 카밀라는 때마침 벌어진 사이비 교주 알비노의 강령술 한가운데에 떨어져 온몸에 심한 화상을 입은 채로 혼수상태에 빠진다. 기억을 잃고 깨어난 그녀는 친구인 파티마의 도움을 받는다. 하지만 기억을 잃은 카밀라의 주변에는 사악한 기운이 맴돌고 주변 사람들이 웃음을 지으며 자살하는 기이한 사건들이 벌어진다. 저주를 받은 카밀라와 파티마와 얽힌 끔찍한 비밀이 밝혀지고 사이비 종교 알비노 일당들과 최후의 대결을 벌이게 된다.
287,정이,SF,,https://search.pstatic.net/common?type=o&size=174x242&quality=85&direct=true&src=https%3A%2F%2Fs.pstatic.net%2Fmovie.phinf%2F20221229_114%2F1672276998530WfeSF_JPEG%2Fmovie_image.jpg%3Ftype%3Dw640_2,"급격한 기후변화로 지구는 폐허가 되고 인류는 우주에 새로운 터전 ‘쉘터’를 만들어 이주한다. 수십 년째 이어지는 내전에서 ‘윤정이’(김현주)는 수많은 작전의 승리를 이끌며 전설의 용병으로 거듭난다. 하지만 단 한 번의 작전 실패로 식물인간이 되고, 군수 A.I. 개발 회사 크로노이드는 그녀의 뇌를 복제해 최고의 A.I. 전투 용병 개발을 시작한다. 35년 후, ‘정이’의 딸 ‘윤서현’(강수연)은 ‘정이 프로젝트’의 연구팀장이 되어 전투 A.I. 개발에 힘쓴다. 끝없는 복제와 계속되는 시뮬레이션에도 연구에 진전이 없자, 크로노이드는 ‘정이’를 두고 또 다른 프로젝트를 준비한다. 이를 알게 된 ‘서현’은 ‘정이’를 구하기 위한 계획을 세우는데… 전투 A.I. 정이, 연구소를 탈출하라!"
288,주리,드라마,,https://search.pstatic.net/common?type=o&size=174x242&quality=85&direct=true&src=https%3A%2F%2Fs.pstatic.net%2Fmovie.phinf%2F20130222_49%2F1361496395719JdiEi_JPEG%2Fmovie_image.jpg%3Ftype%3Dw640_2,"영화제 심사를 위해 모인 다섯 명의 심사위원이 모인 자리. 영화는 마음이라고 말하는 정감독, 마음 보다는 메시지를 강조하는 강수연, 한국영화의 경향을 비판적으로 논하는 토니, 서투른 영어 때문에 생각을 제대로 전달하지 못하는 토미야마, 그리고 이들 사이에서 갈팡질팡하는 심사위원장 안성기. 영화제 심사를 위해 모인 다섯 명의 심사위원들의 묘한 갈등은 극에 달하고 결국 서로의 감정이 폭발하는 영화제 사상 초유의 사태가 발생하는데… 과연 다섯 명의 심사위원은 하나의 작품을 선정할 수 있을까? 영화를 만들고, 보고, 비평하는 모든 이들을 위한 영화가 지금 시작된다."
289,아제아제 바라아제,드라마,19890304,https://search.pstatic.net/common?type=o&size=174x242&quality=85&direct=true&src=https%3A%2F%2Fs.pstatic.net%2Fmovie.phinf%2F20111222_187%2F13244906063353HVjx_JPEG%2Fmovie_image.jpg%3Ftype%3Dw640_2,"고등학생 순녀는 손닿지 않는 부성의 아픔만 남기고 떠난 아버지 윤봉 스님, 고리대금업과 성애의 갈증에 찬 어머니 제주댁을 가지고 있다. 순녀는 겨울 덕암사에 찾아와 은선 스님을 스승으로하여 비숫한 또래의 다른 비구니들과 함께 본격적인 비구니 생활을 시작한다. 순녀는 박현우라는 죽음 직전의 사내를 구출한 일에 연루하여 파계 아닌 파계를 맞게 되어 끝없이 시련의 세월을 보내고 남해안 어느 부둣가에서 만나 비금도 병원 생활을 시작한다. 병원 생활은 인간의 또 다른 아픔을 체득하는 기간이었다. 송기사를 건지려는 그녀는 송기사의 죽음으로 덕암사를 다시 찾아 진리, 자유, 구원 그 어떠한 지고지순의 가치도 사람의 아픔에 뿌리내리지 않고는 의미가 없다는 가르침을 스승 은선으로부터 배운다."
290,씨받이,"드라마,사극",19870321,https://search.pstatic.net/common?type=o&size=174x242&quality=85&direct=true&src=https%3A%2F%2Fs.pstatic.net%2Fmovie.phinf%2F20210223_101%2F16140697336791r0n6_JPEG%2Fmovie_image.jpg%3Ftype%3Dw640_2,"이조시대 대가집 종손 신상규(이구순 분)와 그의 부인 윤씨(방희 분) 사이에 손이 없자 상규의 어머니와 숙부 신치호(윤양하 분)가 숙의 끝에 씨받이 여인을 들일 것을 결정, 씨받이 여인이었던 필녀(김형자 분)의 딸 옥녀(강수연 분)를 간택하여 집안으로 들인다. 합방날, 옥녀를 대면한 상규는 옥녀의 빼어난 용모에 사로잡혀 옥녀를 총애하게 되자 부인 윤씨는 옥녀를 투기하게 된다. 드디어 옥녀에 태기가 있자 온 집안은 옥녀를 떠받들게 되며 옥녀도 잠시 자신의 처지를 망각하고 상규를 진실로 사랑하게 된다. 필녀는 자신의 과거를 돌이켜보며 옥녀를 타이르나 옥녀는 받아들이지 않는다. 옥녀가 아들을 낳자 그 아이는 곧장 윤씨의 품에 안기며 신씨 종가는 경사를 맞는다. 옥녀는 아기의 얼굴도 보지 못한 채 그밤으로 떠날 것을 종용받자 자신의 한 많은 생을 죽음으로써 패륜에 항거한다."
291,송어,"드라마,스릴러",19991106,https://search.pstatic.net/common?type=o&size=174x242&quality=85&direct=true&src=https%3A%2F%2Fs.pstatic.net%2Fmovie.phinf%2F20111222_59%2F1324549770970tsAgW_JPEG%2Fmovie_image.jpg%3Ftype%3Dw640_2,"산골에서 양어장을 하며 혼자 사는 창현(황인성 분)의 집에 옛 친구들이 찾아온다. 은행원 민수(설경구 분), 그의 처 정화(강수연 분), 정화의 여동생 세화(이은주 분), 갈빗집 사장 병관(김세동 분)과 그의 처 영숙(이항나 분) 등 일행 5명이 창현의 집에서 2박3일간 휴가를 즐기기로 한 것이다. 도착한 날 밤은 오랜만에 도시를 벗어난 상쾌함과 다시 만난 반가움에 모닥불을 피워놓고 노래부르며 즐거워하지만 다음날 아침부터 일이 꼬이기 시작한다. 전날 주차를 똑바로 안 했다고 시비를 걸던 사냥꾼들이 지프로 민수와 병관이 타고 있는 승합차를 들이받는다. 총을 든 험악한 사냥꾼들에게 아무 말도 못하고 당한 민수와 병관이 양어장으로 돌아왔을 때 과거 창현의 애인이던 민수의 처 정화는 창현과의 감정을 다시 느끼며 눈물짓고, 민수는 그런 정화에게 무슨 일이 있었냐고 다그친다. 갑작스런 물음에 당황한 정화는 민수의 관심을 돌리기 위해 사소한 일을 부풀리는 거짓말을 한다. 양어장 근처에서 개를 키우며 혼자 사는 소년 태주가 몰래 세화를 훔쳐보더라는 말을 들은 민수와 병관은 사냥꾼들에게 당한 화풀이를 힘없는 소년 태주에게 해댄다. 낯선 곳에 대한 호기심이 짜증과 두려움으로 바뀌던 둘째날 밤 서울에서 온 일행 앞에는 끔찍한 일들이 기다리고 있었다."
292,미미와 철수의 청춘스케치,드라마,19870704,https://search.pstatic.net/common?type=o&size=174x242&quality=85&direct=true&src=https%3A%2F%2Fs.pstatic.net%2Fmovie.phinf%2F20111222_263%2F1324490713849Fxc6X_JPEG%2Fmovie_image.jpg%3Ftype%3Dw640_2,"신문방송학도인 평범한 대학생 철수는 영문과의 당돌한 여학생 미미와 함께 즐거운 캠퍼스 생활을 보낸다. 그러던 어느날 보물섬이라 불리우는 법대생을 만나, 함께 어울리며 기상천외한 행동을 해서 주위를 즐겁게 해준다. 한편, 자신의 장래를 염두에 두고 의대생을 만나, 약혼까지 결심을 한 미미는 현장에 불같이 나타난 철수에게 너와의 사이는 친구라는 만남의 정의를 내리고 돌아선다. 그날밤 철수가 홧술을 마시는 데, 동참한 보물섬이 쓰러져 병원에 입원하게 되고 마침내 보물섬의 비밀이 드러난다, 불치의 뇌종양에 걸려 얼마 남지않은 시간을 뇌성마비 장애자를 가르치는 지도자로서 지내며, 삶을 가꿔보고 싶다는 것이다. 바다가 보고 싶다는 보물섬의 청에 따라 미미와 철수는 여행을 떠난다. 얼마후 스물 한 살의 나이로 보물섬은 짧으나 열정적이었던 생을 마친다. 제26회 대종상 신인감독상, 신인연기상(김세준), 제32회 아시아태평양영화제 출품."
293,그대안의 블루,"드라마,멜로/로맨스",19921225,https://search.pstatic.net/common?type=o&size=174x242&quality=85&direct=true&src=https%3A%2F%2Fs.pstatic.net%2Fmovie.phinf%2F20111223_196%2F1324618907744lNgbb_JPEG%2Fmovie_image.jpg%3Ftype%3Dw640_2,"직업 디스플레이어 호석은 낯선 거리에서 웨딩드레스를 과감하게 잘라내는 유림을 발견한다. 유림은 일과 사랑을 모두 완벽하게 이루겠다는 꿈을 가지고 있는 여자이다. 철저한 계약관계에 의해 일로써 동료가 된 두 사람은 가치관이 다른 이유로 매번 충돌하지만 호석은 유림의 숨겨진 재능을 감지하고 일하는 여자로 자리매김하기를 기대한다. 그러나 호석을 통해 디스플레이어로 입지를 다진 유림은 사랑을 선택해 떠나고, 호석은 일에 대한 주의의 오해와 질시에 좌절해 이태리로 떠난다. 결혼생활에 안주한 유림은 어느날, 호석으로부터 일하는 유림의 모습이 담긴 비디오 테잎을 받는다. 이는 일과 가정의 상반된 가치관에 혼란스러워 하던 유림에게 다시한번 근본적인 물음을 던지게 하는 계기가 되고, 유림은 이태리로 호석을 찾아간다. 서로를 그리워하던 두 사람은 그 사이에 존재했던 감정의 껍데기를 벗고 뜨겁게 만난다. 그리고 새로운 가치관으로 독특하게 살았던 호석과 로맨틱한 애인이자 현실적인 남편이었던 승찬을 뒤로 하고 유림은 새롭게 홀로선다."
294,경마장 가는 길,"드라마,멜로/로맨스",19911221,https://search.pstatic.net/common?type=o&size=174x242&quality=85&direct=true&src=https%3A%2F%2Fs.pstatic.net%2Fmovie.phinf%2F20111221_216%2F1324462512272XU9qK_JPEG%2Fmovie_image.jpg%3Ftype%3Dw640_2,"프랑스에서 유학을 마치고 돌아온 R은 그곳에서 동거했던 J라는 여자와 다시 만난다. 그러나 어쩐 일인지 J는 R과 섹스를 거부하고 화가 난 R은 대구로 내려온다. 늙은 부모와 가족, 성격이 맞지않는 아내 등, R은 열악한 현실에 직면하게 되고, 시간 강사직을 맞게 되면서 서울-대구를 왕래한다. 서울에 올때마다 J를 만나지만, J는 프랑스가 아니라는 이유를 들어 섹스를 거부하고 R은 정신적 육체적으로 점점 지쳐간다. J는 R의 문학 평론을 가지고 와서 문학박사가 되었으나 이를 숨기고 다른 남자와 결혼하려한다. 이를 알게 된 R은 정신적 배반감으로 J와의 육체 관계에 더욱 몰입하지만 한국을 떠나자는 R의 약속을 J는 끝내 배반하고만다. 이런 방황 속에서 R은 탈출구를 찾기 위해 '경마장 가는 길'이라는 제목으로 글을 쓰기 시작한다."
295,월간 동물영화 5월 - 우리 주변의 동물들,기타,,https://media.istockphoto.com/id/499642119/ko/%EB%B2%A1%ED%84%B0/%EC%82%AC%EC%9A%A9-%EA%B0%80%EB%8A%A5%ED%95%9C-%EC%82%AC%EC%A7%84-%EC%97%86%EC%9D%8C-%EB%98%90%EB%8A%94-%EB%AF%B8%EC%8B%B1-%EC%9D%B4%EB%AF%B8%EC%A7%80.webp?s=612x612&w=is&k=20&c=7c0_XObaB51UOyiKd0n0Vh7DYElthNtjazmmQyHvVhA=,준비 예정
296,언니는 고양이,"드라마,판타지",,https://media.istockphoto.com/id/499642119/ko/%EB%B2%A1%ED%84%B0/%EC%82%AC%EC%9A%A9-%EA%B0%80%EB%8A%A5%ED%95%9C-%EC%82%AC%EC%A7%84-%EC%97%86%EC%9D%8C-%EB%98%90%EB%8A%94-%EB%AF%B8%EC%8B%B1-%EC%9D%B4%EB%AF%B8%EC%A7%80.webp?s=612x612&w=is&k=20&c=7c0_XObaB51UOyiKd0n0Vh7DYElthNtjazmmQyHvVhA=,"철거되는 집에서 쫓겨나는 날, 언니가 고양이가 됐다. [제1회 김포평화생태영화제]"
297,골칫덩어리 곰,다큐멘터리,,https://search.pstatic.net/common?type=ofullfill&size=174x242&quality=85&direct=true&src=https%3A%2F%2Fs.pstatic.net%2Fmovie.phinf%2F20220609_250%2F1654752783230K1Cvy_JPEG%2Fmovie_image.jpg%3Ftype%3Dw640_2,준비 예정
298,리탈리에이터 : 악인전,"액션,공포(호러)",,https://search.pstatic.net/common?type=o&size=174x242&quality=85&direct=true&src=https%3A%2F%2Fs.pstatic.net%2Fmovie.phinf%2F20230414_166%2F1681456173620k7RrW_JPEG%2Fmovie_image.jpg%3Ftype%3Dw640_2,정직하고 화목한 가족을 가진 존경 받는 성직자 비숍. 어느날 딸 레베카가 잔인하게 살해당한채 발견된다. 비숍은 신에게 구원을 얻지 못하자 신앙을 버리고 복수를 선택한다. 살인범을 뒤쫓던 그는 용서받지 못할 극악 무도한 살인자들이 무한의 고통을 즐기며 사로 잡혀있는 어둠의 세계를 발견하게 된다. 이제 악마마저 눈을 피할 피비린내 나는 복수가 시작된다.
299,그래도 내가 하지 않았어,드라마,20081211,https://search.pstatic.net/common?type=o&size=174x242&quality=85&direct=true&src=https%3A%2F%2Fs.pstatic.net%2Fmovie.phinf%2F20230404_49%2F1680586553226s7lLR_JPEG%2Fmovie_image.jpg%3Ftype%3Dw640_2,"회사 면접을 보러 만원 지하철에 오른 ‘가네코 텟페이’는 성추행범으로 몰려 억울한 누명을 쓰게 된다. 현행범으로 체포된 ‘텟페이’는 자신의 결백을 주장하지만, 경찰들은 거짓 자백과 합의를 유도하며 그를 유혹한다. 결국 그의 증언은 조금도 받아들여지지 않은 채 사건은 검찰로 넘어가게 되고, ‘텟페이’를 변호하기 위해 베테랑 변호사 ‘아라카와 마사요시’와 ‘스도 리코’가 고용된다. 유죄 선고율 99.9%! 두 변호사를 포함한 ‘텟페이’의 가족과 친구들은 그의 무죄를 증명하기 위해 함께 애쓰며 2년에 걸친 긴 전쟁이 시작된다. 과연 ‘텟페이’는 자신의 누명을 벗고 명예를 회복할 수 있을까?"
300,호버,"멜로/로맨스,드라마",,https://search.pstatic.net/common?type=ofullfill&size=174x242&quality=85&direct=true&src=https%3A%2F%2Fs.pstatic.net%2Fmovie.phinf%2F20220805_262%2F16596889521082a9P4_PNG%2Fmovie_image.jpg%3Ftype%3Dw640_2,중독된 상대를 이해하기 위한 몸부림.
301,찬란한 나의 복수,드라마,20230329,https://search.pstatic.net/common?type=o&size=174x242&quality=85&direct=true&src=https%3A%2F%2Fs.pstatic.net%2Fmovie.phinf%2F20230324_143%2F16796197528707fihp_JPEG%2Fmovie_image.jpg%3Ftype%3Dw640_2,뺑소니 사고로 사랑하는 아들을 잃은 형사 ‘류이재(허준석)’는 범인을 찾지 못한 채 공소시효를 넘기고 가정마저 무너진다. 피폐한 일상을 술로 달래다가 남원으로 전출되어 ‘엄소현(남보라)’을 만나며 새로운 삶을 살아가려는 찰나 우연히 아들을 죽인 범인 ‘임학촌(이영석)’과 맞닥뜨리게 되는데...
302,검치호 ,가족,,https://search.pstatic.net/common?type=ofullfill&size=174x242&quality=85&direct=true&src=https%3A%2F%2Fs.pstatic.net%2Fmovie.phinf%2F20220628_6%2F1656378246242X6hJF_JPEG%2Fmovie_image.jpg%3Ftype%3Dw640_2,"가망 없는 엄마를 간병하며 병실생활 중인 소녀. 삶에 지칠 대로 지친 소녀가 스스로 결단을 내리려는 순간, 같은 병실의 보호자로 있던 과묵한 노인이 다가온다. [제26회 부천국제판타스틱영화제]"
303,내가 누워있을 때,기타,,https://search.pstatic.net/common?type=ofullfill&size=174x242&quality=85&direct=true&src=https%3A%2F%2Fs.pstatic.net%2Fmovie.phinf%2F20220406_158%2F1649206937957hneP5_JPEG%2Fmovie_image.jpg%3Ftype%3Dw640_2,"각기 다른 사연을 가지고 있는 선아, 지수, 보미. 이들은 지수의 부모님 산소를 향해 급작스럽게 떠나게 된 여행길에서 차 사고를 당한다. 그렇게 세 사람은 낯선 곳에서 하룻밤을 묵게 되고, 서로의 비밀을 알게 된다. [제23회 전주국제영화제]"
304,책 종이 가위,다큐멘터리,,https://search.pstatic.net/common?type=ofullfill&size=174x242&quality=85&direct=true&src=https%3A%2F%2Fs.pstatic.net%2Fmovie.phinf%2F20191001_254%2F1569915174987P5gNK_JPEG%2Fmovie_image.jpg%3Ftype%3Dw640_2,오로지 수작업으로 책을 만들어 온 일본의 북 디자이너 기쿠치 노부요시에 관한 다큐멘터리. 히로세 나나코 감독이 3년 넘게 촬영해 완성한 이 영화는 평생을 북 디자인에 바쳐 온 75세의 기쿠치 노부요시의 삶을 충실히 담아낸다. [제24회 부산국제영화제]
305,치악산,"스릴러,공포(호러),미스터리,SF",,https://search.pstatic.net/common?type=ofullfill&size=174x242&quality=85&direct=true&src=https%3A%2F%2Fs.pstatic.net%2Fmovie.phinf%2F20220628_70%2F1656376986178irNfU_JPEG%2Fmovie_image.jpg%3Ftype%3Dw640_2,"산악자전거 모임 ‘산가자 Sangaja’의 다섯 멤버들. 산악자전거를 타기 위해 리더 민준 삼촌의 별장이 있는 치악산으로 향한다. 치악산에 도착해 라이딩을 즐기는 것도 잠시, 일행들에게 점차 기이한 일들이 일어나기 시작하는데…. 그리고 이들을 쫓아오는 정체불명의 무언가! 치악산에 살아남기 위한 ‘산가자’ 일행들의 처절한 생존게임이 시작된다. [제26회 부천국제판타스틱영화제]"
306,치킨래빗: 잃어버린 보물을 찾아서,애니메이션,20230318,https://search.pstatic.net/common?type=o&size=174x242&quality=85&direct=true&src=https%3A%2F%2Fs.pstatic.net%2Fmovie.phinf%2F20230228_179%2F1677574576375M4xdl_JPEG%2Fmovie_image.jpg%3Ftype%3Dw640_2,"쫑긋한 귀, 앙증맞은 꼬리, 그리고... 갑자기 닭발...?! 토끼인 듯 닭인 듯 반반 매력 뉴 히어로 ‘치킨래빗’이 온다! 아버지 ‘피터’왕의 뒤를 이을 위대한 모험왕을 꿈꾸며 자란 ‘치킨래빗’은 온 국민이 지켜보는 왕립 모험가 협회 테스트에서 형편없는 실력으로 웃음거리가 되고 만다. 명예 회복을 위해 아버지가 눈앞에서 놓쳤던 전설 속 보물 ‘어둠의 햄스터’를 찾고 싶은 ‘치킨래빗’은 만능집사 거북이 ‘에이브’, 액션마스터 스컹크 ‘메그’와 함께 모험에 나선다. 보물을 찾아 왕좌를 빼앗기 위해 탈옥한 삼촌 ‘라팡’의 공격과 빌런들의 끝없는 방해로 닥친 위기의 순간, ‘치킨래빗’에게 숨겨져 있던 특별한 힘이 깨어나게 되는데... 과연 '치킨래빗’은 ‘어둠의 햄스터’를 찾아 왕국을 지킬 수 있을까?"
307,지평선,스릴러,,https://search.pstatic.net/common?type=o&size=174x242&quality=85&direct=true&src=https%3A%2F%2Fs.pstatic.net%2Fmovie.phinf%2F20230308_68%2F1678258605490AIlGq_JPEG%2Fmovie_image.jpg%3Ftype%3Dw640_2,"360VR 인터렉티브 영화로 만들어진 <지평선>은 세계 유일의 분단국가인 남한과 북한의 경계지역 DMZ을 배경으로 한다. 전쟁이 끝난 지 70년이 되어가지만 DMZ에는 아직 많은 양의 지뢰가 땅 속에 묻혀 있다. 김준혁이 근무를 서던 어느 날, 석병장이 사라지고 부대에 비상이 걸린다. 가장 친하게 지냈던 김준혁을 다그치는 중대장과 염병장, 그러나 김준혁은 오히려 그 두 사람을 추적하기 시작하는데.. 도대체 무슨 일이 있었던 것인가? 김준혁이 진실을 찾아가는 과정을 인터렉티브 형식을 통해 관객과 소통하며 전쟁의 후유증을 간접적으로 보여주고자 한다."
308,울산의 별,드라마,,https://search.pstatic.net/common?type=ofullfill&size=174x242&quality=85&direct=true&src=https%3A%2F%2Fs.pstatic.net%2Fmovie.phinf%2F20220920_48%2F1663662747505IffsA_JPEG%2Fmovie_image.jpg%3Ftype%3Dw640_2,"<울산의 별>은 삶이 고요하게 무너져 가는 풍경을 담담하게 잡아내는 영화다. 남편의 사고사 이후 조선소에서 일하며 집안을 꾸려가던 윤화는 해고 통보를 받는다. 설상가상 친척들이 갑자기 찾아와 문중 땅을 빼앗으려는 가운데 아들은 비트코인으로 거액을 날리고 딸은 학업을 포기한 채 서울로의 탈출을 꿈꾼다. 영화는 인물을 둘러싼 불행과 갈등을 단번에 해결하거나 깔끔하게 지워버리는 대신 불편한 상황을 가능한 한 오래 응시하는 쪽을 택한다. 그리하여 삶의 얼룩과 피로에서 눈 돌릴 수 없게 만드는 이 영화는 외면할 수 없는 것, 외면해선 안 되는 순간들을 새삼 일깨운다. 스스로 쉽게 연민하지 않으면서도 끝내 희망을 놓지 않는 태도가 미덥다."
309,거울 속 외딴 성,"애니메이션,미스터리,판타지",20230412,https://search.pstatic.net/common?type=o&size=174x242&quality=85&direct=true&src=https%3A%2F%2Fs.pstatic.net%2Fmovie.phinf%2F20230314_226%2F1678778000131NKJfd_JPEG%2Fmovie_image.jpg%3Ftype%3Dw640_2,"학교에서도 집에서도 마음 둘 곳 없이 외로운 시간을 보내던 ‘코코로’. 어느 날, 방 안의 거울이 갑자기 빛나기 시작하고, ‘코코로’는 홀린 듯 거울 속으로 빨려 들어가게 되는데… 거울 속 세상은 바다 위에 떠있는 신비로운 성이었고, 그곳에서 처음 보는 여섯 명의 친구들과 늑대 가면을 쓴 정체불명의 소녀 ‘늑대님’을 만나게 된다. “성에 숨겨진 열쇠를 찾으면, 원하는 소원을 한 가지 들어주지” 열쇠를 찾으며 조금씩 가까워진 ‘코코로’와 친구들은 뭔가 수상한 점을 하나씩 발견하게 되는데… 모든 수수께끼가 풀리는 순간 상상을 초월하는 기적이 펼쳐진다!"
